asset_id,asset_category,asset_subtype,timestamp,operational_hours,engine_temp,hydraulic_pressure,vibration,outside_temp,environment_type,cycles_count,fuel_flow,brake_pressure,coolant_temp,oil_quality,battery_voltage,failure_flag,time_to_failure
Ar-Mai-060,ArmoredVehicle,MainBattleTank,11/19/2025,2811,73,2655,0.72,26,HighAltitude,43,199.0877184,2236.903124,98.22217227,80.31588256,26.74444498,0,17
Ar-Mai-061,ArmoredVehicle,MainBattleTank,7/14/2025,1845,98,2804,1.79,17,HighAltitude,291,143.1540982,3219.261824,97.00446527,97.37951002,23.24672743,0,22
Ar-Inf-000,ArmoredVehicle,InfantryFightingVehicle,2/11/2025,643,85,2677,1.33,0,Desert,209,117.5755557,3187.62239,74.56296445,61.57381173,26.24173498,0,15
Ar-Inf-001,ArmoredVehicle,InfantryFightingVehicle,2/6/2025,2815,84,3446,0.9,40,Arctic,338,170.585852,2395.638428,65.73881512,61.24047251,22.89393641,0,5
Ar-Inf-002,ArmoredVehicle,InfantryFightingVehicle,2/6/2025,244,80,3311,0.96,37,Arctic,147,115.8730173,2937.395941,75.20455953,70.12542596,23.63347716,0,15
Ar-Inf-003,ArmoredVehicle,InfantryFightingVehicle,2/11/2025,2449,72,3410,1.15,10,Arctic,128,53.87973386,2457.848831,93.71491836,93.02584364,25.52273759,1,0
Ar-Inf-007,ArmoredVehicle,InfantryFightingVehicle,9/23/2025,1481,109,3274,1.25,18,Desert,104,90.05843574,2262.026458,74.40145725,94.04233087,24.90827078,1,0
Ar-Inf-008,ArmoredVehicle,InfantryFightingVehicle,11/19/2025,2493,85,3226,0.74,25,Desert,282,111.1986031,2449.401319,102.0702841,55.6730559,27.68236445,1,0
Ar-Inf-009,ArmoredVehicle,InfantryFightingVehicle,11/28/2025,3408,79,3010,1.9,8,Arctic,361,91.01373451,3669.447891,109.0122316,62.1865453,25.30759046,1,0
Ar-Inf-010,ArmoredVehicle,InfantryFightingVehicle,7/16/2025,780,108,3020,1.62,-2,Desert,141,165.9012699,3708.82476,76.99376216,89.38587029,23.60303598,1,0
Ar-Inf-011,ArmoredVehicle,InfantryFightingVehicle,6/2/2025,3430,107,3093,2,21,Temperate,228,130.7870867,2690.247883,87.59587085,77.17150315,24.7320677,1,0
Ar-Inf-012,ArmoredVehicle,InfantryFightingVehicle,6/14/2025,3561,82,3214,0.86,14,Temperate,397,111.6162643,2636.352654,83.64881251,95.67150839,24.28738688,0,26
Ar-Inf-013,ArmoredVehicle,InfantryFightingVehicle,11/30/2025,623,101,3487,0.56,22,Arctic,169,180.455047,3748.380748,82.01531049,76.29755434,24.74156845,0,14
Ar-Inf-014,ArmoredVehicle,InfantryFightingVehicle,12/2/2025,3972,79,2576,1.2,6,HighAltitude,319,153.9056898,3299.673305,102.5882646,92.61706683,27.15605311,1,0
Ar-Inf-015,ArmoredVehicle,InfantryFightingVehicle,7/14/2025,3908,90,3141,1.58,38,Coastal,277,55.38486498,2136.841494,91.55805084,96.04645494,27.98455554,0,14
Ar-Inf-016,ArmoredVehicle,InfantryFightingVehicle,2/20/2025,3114,110,3220,1.81,18,Temperate,355,94.91991204,2057.894499,76.21873334,52.80596141,24.15078005,1,0
Ar-Inf-017,ArmoredVehicle,InfantryFightingVehicle,8/9/2025,596,85,3043,1.12,33,Temperate,87,76.26040326,3218.983574,79.12721493,84.156729,24.98600351,0,8
Ar-Inf-018,ArmoredVehicle,InfantryFightingVehicle,8/25/2025,2612,86,2970,0.88,-10,Coastal,147,151.6416329,2315.951244,82.08648918,67.27828122,25.52543023,0,14
Ar-Inf-019,ArmoredVehicle,InfantryFightingVehicle,12/20/2025,1024,99,3365,0.95,14,Coastal,54,85.58085529,3143.845385,88.74059651,99.63460218,23.77138452,0,22
Ar-Inf-020,ArmoredVehicle,InfantryFightingVehicle,7/22/2025,1124,70,3079,1.8,39,Desert,310,161.7758231,3665.677799,105.1467459,88.78704898,23.38071035,1,0
Ar-Inf-021,ArmoredVehicle,InfantryFightingVehicle,6/30/2025,897,110,2694,1.43,33,Temperate,321,64.57458947,3254.916216,61.9711287,89.4305242,22.20018719,0,5
Ar-Inf-022,ArmoredVehicle,InfantryFightingVehicle,2/16/2025,3725,88,2834,1.62,1,Temperate,67,167.9769217,3752.921193,78.29287653,75.08973811,23.6351641,0,30
Ar-Inf-023,ArmoredVehicle,InfantryFightingVehicle,9/4/2025,3962,88,3264,1.81,41,Desert,239,194.4339939,2281.51403,108.3250105,93.00702984,26.34530027,1,0
Ar-Inf-024,ArmoredVehicle,InfantryFightingVehicle,7/23/2025,3961,105,2874,0.64,15,Desert,135,130.4858462,2909.572055,93.64141909,83.61703987,25.50736055,0,12
Ar-Inf-025,ArmoredVehicle,InfantryFightingVehicle,2/25/2025,2764,84,2982,0.54,25,HighAltitude,312,83.20508001,2126.434082,101.1927676,95.46938192,23.81314105,1,0
Ar-Inf-026,ArmoredVehicle,InfantryFightingVehicle,7/29/2025,477,78,2546,1.92,9,Coastal,59,64.57879979,3774.518617,66.78320244,72.68218784,26.02291731,1,0
Ar-Inf-027,ArmoredVehicle,InfantryFightingVehicle,12/23/2025,3874,104,2929,1.38,36,Temperate,212,148.2382846,3667.386167,90.7826107,96.95265329,23.67844084,0,7
Ar-Inf-028,ArmoredVehicle,InfantryFightingVehicle,8/16/2025,1821,85,3375,1.04,33,HighAltitude,278,185.2544319,3289.65362,63.02750446,63.79407204,27.80924126,0,27
Ar-Inf-029,ArmoredVehicle,InfantryFightingVehicle,8/21/2025,375,112,2717,1.46,28,Desert,25,168.0191886,2487.137794,66.29619427,78.2288988,22.41166092,1,0
Ar-Inf-030,ArmoredVehicle,InfantryFightingVehicle,10/11/2025,848,107,2721,1.72,4,HighAltitude,396,72.13312699,3801.062071,60.14177757,92.92030632,22.86812788,1,0
Ar-Inf-031,ArmoredVehicle,InfantryFightingVehicle,5/9/2025,3270,81,2612,1.49,-9,Temperate,7,103.7363419,3576.863069,89.4426461,50.78905418,23.59220505,1,0
Ar-Inf-032,ArmoredVehicle,InfantryFightingVehicle,8/4/2025,2154,77,3263,0.6,18,HighAltitude,262,139.0499027,2904.01084,71.07748782,80.75534181,26.36345798,0,22
Ar-Inf-033,ArmoredVehicle,InfantryFightingVehicle,9/24/2025,1235,99,3158,1.95,-7,Coastal,205,113.9410429,2215.923659,95.62006574,72.17811647,27.39560059,1,0
Ar-Inf-034,ArmoredVehicle,InfantryFightingVehicle,6/14/2025,2491,79,2567,0.69,29,Arctic,280,156.8229195,2761.808798,89.86959276,64.7448873,25.03330645,0,26
Ar-Inf-035,ArmoredVehicle,InfantryFightingVehicle,12/26/2025,468,111,3166,1.82,25,Temperate,220,117.7332374,2456.987149,76.94658094,72.67494515,24.4959379,1,0
Ar-Inf-036,ArmoredVehicle,InfantryFightingVehicle,2/18/2025,1280,97,2820,1.5,13,Temperate,351,188.4477554,2134.266616,101.5885944,54.66150509,22.5793866,1,0
Ar-Inf-037,ArmoredVehicle,InfantryFightingVehicle,7/10/2025,3325,78,3069,0.59,25,Arctic,168,150.5019897,2821.617266,103.6803686,97.05649344,24.53762113,1,0
Ar-Inf-038,ArmoredVehicle,InfantryFightingVehicle,1/27/2025,3966,88,3114,0.97,-4,Arctic,259,81.91082085,3313.472606,71.21224346,55.4109191,27.07224051,0,25
Ar-Inf-039,ArmoredVehicle,InfantryFightingVehicle,5/23/2025,2351,84,3326,1.14,25,Arctic,314,151.2465067,3113.47951,90.44974578,82.8915614,26.16082713,1,0
Ar-Inf-040,ArmoredVehicle,InfantryFightingVehicle,5/20/2025,2878,118,2816,1.88,12,Desert,92,180.479406,3132.64219,80.0392172,57.09373271,25.79903208,1,0
Ar-Inf-041,ArmoredVehicle,InfantryFightingVehicle,1/16/2025,375,117,3043,0.82,16,Coastal,174,73.61139138,2623.274739,76.2191446,97.0703712,25.57734263,1,0
Ar-Inf-042,ArmoredVehicle,InfantryFightingVehicle,1/27/2025,637,80,3272,1.43,33,Desert,139,116.4669461,2848.029546,90.35380037,70.70918689,23.29341379,0,12
Ar-Inf-043,ArmoredVehicle,InfantryFightingVehicle,8/9/2025,454,88,3194,1.52,21,Arctic,341,96.26290878,2441.036871,109.2222829,52.73909793,23.22653875,1,0
Ar-Inf-044,ArmoredVehicle,InfantryFightingVehicle,4/19/2025,3143,78,3282,0.88,10,Desert,3,124.6077993,2861.310023,66.45928509,76.62911739,23.3806643,0,22
Ar-Inf-045,ArmoredVehicle,InfantryFightingVehicle,7/1/2025,295,95,3382,1.61,17,Desert,235,188.1743652,3724.220027,88.78795804,78.66998404,26.25699377,0,4
Ar-Inf-046,ArmoredVehicle,InfantryFightingVehicle,7/27/2025,85,90,2675,1.7,29,Coastal,353,187.9654628,2176.259763,102.224218,62.16582374,25.53322773,1,0
Ar-Inf-047,ArmoredVehicle,InfantryFightingVehicle,9/26/2025,322,95,3391,0.97,11,Temperate,170,166.8676803,2152.758755,91.66123335,76.53024104,23.16342224,0,12
Ar-Inf-048,ArmoredVehicle,InfantryFightingVehicle,11/27/2025,3338,79,2741,0.65,6,Temperate,88,140.3598478,3520.430591,92.77545053,58.85730645,26.63708854,0,25
Ar-Inf-049,ArmoredVehicle,InfantryFightingVehicle,10/16/2025,3112,107,2959,1.52,26,Arctic,165,179.6370312,3254.434814,67.54787007,53.41431292,24.65324838,0,9
Ar-Inf-050,ArmoredVehicle,InfantryFightingVehicle,10/30/2025,230,92,3019,0.61,19,Coastal,19,58.53350763,3663.393263,63.83655006,93.2125017,27.13176023,0,17
Ar-Inf-051,ArmoredVehicle,InfantryFightingVehicle,7/16/2025,1895,107,3067,1.93,37,Desert,230,186.3574935,3143.313373,69.41197325,80.2502917,25.00820381,1,0
Ar-Inf-052,ArmoredVehicle,InfantryFightingVehicle,2/1/2025,1845,76,3330,1.85,11,Desert,258,146.9190637,2078.284252,95.38108522,99.54930113,25.14441132,1,0
Ar-Inf-053,ArmoredVehicle,InfantryFightingVehicle,11/9/2025,650,93,2881,1.88,14,Coastal,396,100.755072,3195.771725,99.46134658,82.36526785,22.39547113,1,0
Ar-Inf-054,ArmoredVehicle,InfantryFightingVehicle,2/18/2025,2285,113,2895,0.93,36,Arctic,76,100.0043054,3165.479029,67.07141903,67.49103938,27.80617905,1,0
Ar-Inf-055,ArmoredVehicle,InfantryFightingVehicle,12/24/2025,2712,95,2632,1.39,-5,HighAltitude,286,106.5018959,3583.323916,100.6592392,83.50582,26.97375384,1,0
Ar-Inf-056,ArmoredVehicle,InfantryFightingVehicle,12/17/2025,3737,103,2595,1.47,17,Arctic,185,52.73458067,2617.73214,107.5584657,67.08661726,26.59693725,1,0
Ar-Inf-057,ArmoredVehicle,InfantryFightingVehicle,4/9/2025,927,78,2658,0.62,44,Desert,259,165.6312081,3670.239653,104.1841083,51.88737462,24.02058623,1,0
Ar-Inf-058,ArmoredVehicle,InfantryFightingVehicle,11/13/2025,536,108,2885,0.73,1,Arctic,84,158.1774497,2087.384856,78.21497071,85.97928369,27.81753162,0,25
Ar-Inf-059,ArmoredVehicle,InfantryFightingVehicle,8/18/2025,958,104,2744,0.96,41,Coastal,99,105.1761437,3894.26034,109.2219897,73.08399892,23.6906304,1,0
Ar-Inf-060,ArmoredVehicle,InfantryFightingVehicle,7/15/2025,2059,103,2928,1.95,42,Temperate,309,70.75978019,2500.006423,92.05895181,93.70584725,25.32724447,1,0
Ar-Inf-061,ArmoredVehicle,InfantryFightingVehicle,2/22/2025,2913,103,3371,0.69,-5,Temperate,139,117.3978831,3026.705476,101.5523359,54.58567848,27.46302972,1,0
Ar-APC-015,ArmoredVehicle,APC,2/14/2025,3319,113,3490,1.77,10,HighAltitude,363,59.74086175,3084.342722,104.5665841,92.56810254,26.27085462,1,0
Ar-APC-016,ArmoredVehicle,APC,12/25/2025,2612,81,3312,1.04,4,Desert,102,168.809851,2473.472369,84.70109687,68.04482622,25.43366444,0,18
Ar-APC-017,ArmoredVehicle,APC,3/8/2025,2506,75,2567,0.96,35,Coastal,269,111.6192681,2818.867055,88.74502542,56.26633911,23.90216602,1,0
Ar-APC-018,ArmoredVehicle,APC,8/27/2025,2785,103,2852,0.69,43,Arctic,327,138.1678986,3535.563275,66.45164789,75.14318932,27.20926976,0,17
Ar-APC-019,ArmoredVehicle,APC,3/20/2025,1245,80,2665,0.98,35,Temperate,177,192.1224705,3037.795587,74.20241551,53.94299524,23.17781152,0,9
Ar-APC-020,ArmoredVehicle,APC,3/6/2025,2560,89,3129,1.3,22,Temperate,303,191.2410482,2308.388534,92.93664367,86.03163842,25.63083345,0,19
Ar-APC-021,ArmoredVehicle,APC,1/22/2025,3380,71,2583,0.57,31,Arctic,135,147.6694966,3533.918002,80.82933918,81.94955961,24.98822836,0,10
Ar-APC-022,ArmoredVehicle,APC,11/25/2025,3918,89,2994,0.87,41,Coastal,152,118.0316199,3377.227143,67.90402235,70.78108731,24.78665295,0,5
Ar-APC-023,ArmoredVehicle,APC,6/10/2025,3528,115,2826,1.6,45,HighAltitude,204,69.61492273,2741.080396,88.08256079,65.95579432,24.7988354,1,0
Ar-APC-024,ArmoredVehicle,APC,5/17/2025,1841,85,2644,0.65,8,Coastal,315,112.7202115,3925.371704,105.1155414,90.67389232,27.60250921,1,0
Ar-APC-025,ArmoredVehicle,APC,6/10/2025,777,118,2663,1.25,22,Coastal,255,181.8613495,2994.740546,64.50245475,69.66210921,24.74338385,1,0
Ar-APC-026,ArmoredVehicle,APC,5/4/2025,881,107,2861,0.57,8,Coastal,305,182.3509215,3308.520074,83.52934267,76.83453746,27.08303419,0,29
Ar-APC-027,ArmoredVehicle,APC,5/16/2025,2979,93,3282,1.1,-8,Coastal,26,135.5422466,2389.310604,87.66114633,53.67658749,25.02553317,0,9
Ar-APC-028,ArmoredVehicle,APC,11/16/2025,2786,109,2621,0.69,-4,Coastal,191,169.2345843,2678.1706,106.9474283,87.74825861,23.19434729,1,0
Ar-APC-029,ArmoredVehicle,APC,9/18/2025,1644,102,2541,0.57,-2,HighAltitude,242,127.8999065,2297.881329,104.6565846,56.98904929,27.58821241,1,0
Ar-APC-030,ArmoredVehicle,APC,6/13/2025,665,95,3131,1.61,9,Arctic,172,126.0972479,3019.428202,84.4923326,78.14621303,24.8493556,1,0
Ar-APC-031,ArmoredVehicle,APC,6/19/2025,2759,77,2926,1.38,40,Desert,305,121.1885321,3934.141392,99.14519957,88.80810126,25.46580638,0,19
Ar-APC-032,ArmoredVehicle,APC,9/3/2025,698,103,3144,1.58,39,Coastal,75,173.2491937,2484.39312,88.62851357,85.02604556,23.14470597,0,14
Ar-APC-033,ArmoredVehicle,APC,3/19/2025,1691,114,2708,1.12,39,Arctic,241,180.9226563,3471.674543,63.1140643,56.90412429,23.24405023,1,0
Ar-APC-034,ArmoredVehicle,APC,6/16/2025,2712,100,3038,1.07,1,Coastal,272,101.3490527,2708.573977,98.59948921,86.04622807,25.8598546,0,20
Ar-APC-035,ArmoredVehicle,APC,9/5/2025,787,85,2785,1.34,4,HighAltitude,394,93.35062061,2414.55559,95.24941299,65.85203725,24.09281905,0,26
Ar-APC-036,ArmoredVehicle,APC,5/21/2025,1178,77,3087,1.51,14,Coastal,176,193.1913295,3609.231668,74.5226326,64.38151708,26.28484772,0,15
Ar-APC-037,ArmoredVehicle,APC,12/2/2025,1050,117,2990,0.82,42,Arctic,138,189.9535901,3392.342601,66.86364774,80.78385172,25.52098299,1,0
Ar-APC-038,ArmoredVehicle,APC,5/5/2025,207,112,3426,1.3,30,Temperate,26,65.02969386,2660.587247,83.62019535,84.05959933,22.82480221,1,0
Ar-APC-039,ArmoredVehicle,APC,10/9/2025,3805,80,2916,1.48,20,Coastal,333,79.9183962,3927.828078,76.05838511,82.29489589,27.44762175,1,0
Ar-APC-040,ArmoredVehicle,APC,10/21/2025,951,104,3256,1.58,-8,Temperate,213,182.336746,2351.577415,105.9817406,99.85859015,24.38196745,1,0
Ar-APC-041,ArmoredVehicle,APC,9/11/2025,763,117,3485,1.81,8,Desert,4,94.7588316,3205.565931,106.4227423,66.75210568,24.72609447,1,0
Ar-APC-042,ArmoredVehicle,APC,11/25/2025,2225,103,3005,1.83,-2,Arctic,239,90.92556222,3617.627756,76.53420484,86.55596169,25.88971203,1,0
Ar-APC-043,ArmoredVehicle,APC,4/6/2025,57,117,2845,1.69,26,Temperate,89,141.6431749,3277.451588,80.27451874,71.38516252,23.96755995,1,0
Ar-APC-044,ArmoredVehicle,APC,7/25/2025,2741,76,2689,1.97,20,HighAltitude,127,51.02451808,2767.148781,82.33677609,63.34971635,23.97775182,1,0
Ar-APC-045,ArmoredVehicle,APC,10/26/2025,2960,106,2511,0.89,13,Temperate,31,150.1679172,2930.789982,67.98584126,84.30368099,27.53863608,0,25
Ar-APC-046,ArmoredVehicle,APC,6/9/2025,2827,77,3154,1.87,8,HighAltitude,314,83.127386,3914.721074,83.90909499,72.74893364,27.93302777,1,0
Ar-APC-047,ArmoredVehicle,APC,7/11/2025,1703,114,3062,1.87,38,Arctic,340,173.8405264,3523.71924,94.017096,79.79072328,26.72422414,1,0
Ar-APC-048,ArmoredVehicle,APC,9/27/2025,1829,103,3220,1.04,26,Desert,31,174.3161081,3805.77632,70.10783895,76.83300791,22.98722294,0,15
Ar-APC-049,ArmoredVehicle,APC,3/1/2025,2786,83,3234,1.37,-5,Arctic,228,171.3038125,2906.8646,85.66239216,72.83992379,22.34642069,0,26
Ar-APC-050,ArmoredVehicle,APC,6/7/2025,2962,71,2905,0.88,-10,Temperate,296,60.95442889,2847.39477,95.0192439,77.0581752,22.36153379,0,30
Ar-APC-051,ArmoredVehicle,APC,8/30/2025,129,88,2918,0.77,-2,Coastal,191,198.9284898,2764.959238,103.4810143,95.33836558,24.2538732,1,0
Ar-APC-052,ArmoredVehicle,APC,12/16/2025,3949,112,3395,1.31,31,HighAltitude,60,76.77104435,3074.516973,86.44212698,86.39290705,23.3361413,1,0
Ar-APC-053,ArmoredVehicle,APC,1/2/2025,3097,71,2805,1.19,36,Arctic,217,129.7900413,3646.720875,72.37560193,67.30798675,23.65389837,0,24
Ar-APC-054,ArmoredVehicle,APC,2/27/2025,131,112,2929,1.42,-9,Temperate,105,60.09363543,3187.888295,82.32205331,83.60118184,27.23327451,1,0
Ar-APC-055,ArmoredVehicle,APC,5/6/2025,3033,72,2911,1.16,24,Temperate,386,179.5595364,2112.88807,85.19479245,64.46317257,26.89471754,0,11
